,spoc,riemann,n_components,fold_idx
8,12.734013619846328,10.352594238122538,21,8
9,11.355621584415827,10.09698077651592,21,9
0,13.397441084018693,10.356897517573683,22,0
1,11.033181366803348,9.24678531765522,22,1
2,10.702976955657883,7.996433957617325,22,2
3,10.88946590200913,9.640825207688042,22,3
4,11.707571454864764,9.519059755593267,22,4
5,11.841194900037406,10.503319913250847,22,5
6,11.848400895281763,8.360423902361727,22,6
7,10.601460528122413,8.74126163801986,22,7
8,12.723901300573077,10.269237801587115,22,8
9,11.42982522471168,9.687693126535748,22,9
0,13.289704286609025,10.59271830395859,23,0
1,11.13475049683513,9.685838713745195,23,1
2,10.984517886618795,8.049208784292649,23,2
3,11.001829209444226,9.572458504385285,23,3
4,11.653688419808276,9.20930549075317,23,4
5,11.899163539615865,10.309803372924952,23,5
6,11.955463227863255,8.453310786051967,23,6
7,10.440629571341566,8.491659207461218,23,7
8,12.678373794181457,10.327902121281472,23,8
9,11.680738285256322,9.549311892615256,23,9
0,13.399123410170063,10.511478341367438,24,0
1,11.23261085067148,9.292286690308144,24,1
2,10.863236431722093,8.076085084335913,24,2
3,11.38742176673882,9.105839082258884,24,3
4,11.67848880413175,8.920328786651616,24,4
5,11.928556049214727,10.203480067002676,24,5
6,12.023664864928444,8.373444991355214,24,6
7,10.614672608616393,8.617174137999283,24,7
8,12.54582229435528,10.199259587771069,24,8
9,11.564642707122395,9.510381170823669,24,9
0,13.509016338295176,10.303210607472854,25,0
1,11.224539124274107,9.289193514527144,25,1
2,11.02869208489948,8.182136838794055,25,2
3,11.573573211864328,9.00904767948879,25,3
4,11.85776028795928,9.074006692285366,25,4
5,11.982796234460551,10.086032390960684,25,5
6,12.001232814997023,8.686034708811933,25,6
7,10.656960277495012,8.793244415802217,25,7
8,12.502422690759822,10.290628285444317,25,8
9,11.750259567706085,9.555853431835411,25,9
0,13.39176554511089,10.542235217900652,26,0
1,11.276271862677406,9.559708586459188,26,1
2,11.01105358377646,8.251584958805543,26,2
3,11.69662204698992,9.121266836561501,26,3
4,11.882137318797465,9.232797661741449,26,4
5,12.044584556410586,10.337929802504211,26,5
6,12.016885489146684,8.982670459490025,26,6
7,10.729138744628663,9.153552157086397,26,7
8,12.553190900454249,10.065672131282424,26,8
9,11.601640512248975,9.563208100243205,26,9
0,13.472457403850532,10.872122265110791,27,0
1,11.24904423183697,9.514452187534877,27,1
2,11.104542389130762,8.241126670411445,27,2
3,11.58715346030739,9.289714349402685,27,3
4,11.79604150046794,9.388058090997912,27,4
5,12.022690367486428,10.330690085354231,27,5
6,12.102661266642507,9.141123563430462,27,6
7,10.895261449979483,8.954086041787868,27,7
8,12.616532289754405,10.305303596892575,27,8
9,11.597092141028973,9.807881483506062,27,9
0,13.47900061205524,10.948351391254755,28,0
1,11.262320263869178,9.358521034262784,28,1
2,11.065485263608496,8.437749597443801,28,2
3,11.58972505664115,9.261123983789608,28,3
4,11.716672579474054,9.737655879965786,28,4
5,12.08782039819877,10.347692992658773,28,5
6,11.869259663395532,9.330427280200176,28,6
7,10.901363929443514,8.787060545111558,28,7
8,12.499368436246192,10.293323889730038,28,8
9,11.522919059978566,9.659330904730338,28,9
0,13.559507417948279,11.129745593329206,29,0
1,11.298835412338494,9.263094903584838,29,1
2,11.148093649416191,8.582269894603511,29,2
3,11.68157277504051,9.109664656065545,29,3
4,11.729248654953418,9.740954009044394,29,4
5,12.018018153867759,10.537881380699103,29,5
6,11.468409169346208,9.126728255746734,29,6
7,10.934808773641036,8.88588916151761,29,7
8,12.510502219666876,10.161609739095987,29,8
9,11.613140003807528,9.669813340224371,29,9
0,13.531296918478725,11.173072326118703,30,0
1,11.377548293017872,9.125174879144515,30,1
2,11.039325177110378,8.786206014607204,30,2
3,11.691806066492997,9.328918227754734,30,3
4,11.780315593302825,10.164644301284984,30,4
5,12.061832858402493,10.485366226603725,30,5
6,11.544199068237038,8.922658060769653,30,6
7,10.84352803309918,8.765000604017503,30,7
8,12.498856071949774,9.938008355306689,30,8
9,11.730947733945266,9.835604042534605,30,9
0,13.526981228382986,11.158592519939626,31,0
1,11.377703295358378,9.17751573555935,31,1
2,11.095318020802805,8.597931487232563,31,2
3,11.695625694696338,9.394197835520206,31,3
4,11.769843132336206,10.401077384361802,31,4
5,12.057866175716088,10.690550610759914,31,5
6,11.616985606262697,8.86564600364065,31,6
7,10.874629972914525,8.556570651958573,31,7
8,12.563422649618477,10.019935087107779,31,8
9,11.681740333133167,9.926145519982471,31,9
0,13.468907314449345,11.160241187527758,32,0
1,11.309585672256732,9.422238178927355,32,1
2,11.163754270646661,8.588791612366657,32,2
3,11.66756306554717,9.659364573028245,32,3
4,11.725156271361069,10.516027463090353,32,4
5,11.91716146205284,10.679333182586777,32,5
6,11.625093106419293,8.972634798487597,32,6
7,10.900840855571996,8.775561334677358,32,7
8,12.582122987701247,10.008616078910583,32,8
9,11.49273046400955,10.194061561710809,32,9
0,13.747972974429494,11.254091195612396,33,0
1,11.38829742752783,9.606661089535963,33,1
2,11.488199553015853,8.755362810823515,33,2
3,11.638334292781865,9.80249369466944,33,3
4,11.787271564490934,10.493558578954717,33,4
5,11.83879080239807,10.751236766658671,33,5
6,11.588550907531813,9.083019492088072,33,6
7,10.846814771955897,8.536008103094645,33,7
8,12.405363513278525,10.323348673315383,33,8
9,11.283575892416104,10.520739873017815,33,9
0,13.66581033650449,11.186182869031825,34,0
1,11.401581010804597,10.010050533780134,34,1
2,11.37548600452528,8.938874494744816,34,2
3,11.65714924848333,9.892931990288497,34,3
4,11.806567601273112,10.530388462357108,34,4
5,11.896263419227314,10.648970879313698,34,5
6,11.638918160658005,9.032310474862387,34,6
7,10.87847674520416,8.59800992858629,34,7
8,12.42482492589456,10.3958135806848,34,8
9,11.343729147183893,10.54329304808022,34,9
0,13.850422216417796,11.103415587722543,35,0
1,11.429938518288013,10.176693710174684,35,1
2,11.271404320733854,8.746586027603778,35,2
3,11.504042579357575,10.158762285108415,35,3
4,11.75692406686163,10.370509979406824,35,4
5,11.94675851957029,10.770480206736455,35,5
6,11.72345974815849,9.000529482759111,35,6
7,10.928374013915947,8.688954629476223,35,7
8,12.574460300486646,10.54550153495291,35,8
9,11.168367933017405,10.621634385814268,35,9
0,13.915670475090279,11.135082327068153,36,0
1,11.475708676319243,10.307900562564393,36,1
2,11.252273185990028,8.79327604299573,36,2
3,11.4119834066574,10.196571299388438,36,3
4,11.952328498825722,10.505953120177502,36,4
5,11.947638824912598,10.734095181598892,36,5
6,11.640533965083158,8.978136430717862,36,6
7,10.881367578811822,8.79399792859369,36,7
8,12.56672475248518,10.720015212038085,36,8
9,11.015237822099126,10.66183572138701,36,9
0,13.933851103800531,11.293331472494799,37,0
1,11.514824957993293,10.415010338116513,37,1
2,11.119200150579566,8.717596561170643,37,2
3,11.451516409639446,10.243252244665365,37,3
4,11.955967633369593,10.557939074742908,37,4
5,12.008186392505367,10.930529332579436,37,5
6,11.697517887720895,9.084062927929724,37,6
7,10.755759540563561,8.870538250471434,37,7
8,12.565036950660941,10.79539211063022,37,8
9,11.066595052117597,10.71477950992439,37,9
0,13.883485002957308,11.102169320838504,38,0
1,11.495585585454789,10.4768348608571,38,1
2,11.14875290729469,8.969241649351538,38,2
3,11.49507639223823,10.292311888112803,38,3
4,12.034833943829005,10.578382349830271,38,4
5,12.034871167593451,11.068739074138,38,5
6,11.774779753447119,9.286721726836495,38,6
7,10.916404199710993,9.162347574629718,38,7
8,12.592573325352129,10.707174011558704,38,8
9,10.999579556192318,10.656036309387764,38,9
0,13.924440835094853,11.130270958454814,39,0
1,11.569396696597497,10.402722357919096,39,1
2,11.189904742873678,9.098887614848556,39,2
3,11.464994960794662,10.37262725195806,39,3
4,12.0554004391058,10.582974638056545,39,4
5,12.068769861836001,11.13592799456104,39,5
6,11.818887785292842,9.283192727781808,39,6
7,11.090270891387851,9.189815335291405,39,7
8,12.591517920350354,10.900759321368087,39,8
9,11.057371519049573,10.660553806224948,39,9
0,14.015371575144654,11.06780237303843,40,0
1,11.7468542557162,10.42934113645435,40,1
2,11.176968869383469,9.089818383318043,40,2
3,11.507269134297479,10.336252726131535,40,3
4,12.099523810006975,10.50025147892166,40,4
5,12.066318832714808,10.921253945763588,40,5
6,11.82261629299091,9.401558518113724,40,6
7,11.00773160507074,9.150723815655502,40,7
8,12.48939217124771,10.762371587697062,40,8
9,11.091655611499572,10.725513877575672,40,9
0,13.951413502040673,11.034511135525763,41,0
1,11.841822710114632,10.368678513773384,41,1
2,10.949841327962504,9.049779657889383,41,2
3,11.63364639363128,10.335157419312322,41,3
4,12.087576078497136,10.780005148014991,41,4
5,12.264426414914805,10.772752832053325,41,5
6,11.78858344884718,9.448108809294137,41,6
7,11.144323029757738,9.211141126033784,41,7
8,12.554325897854415,10.898556726581237,41,8
9,11.059385387730426,10.712493794275364,41,9
0,14.038660531251404,11.05311606668365,42,0
1,11.873020175215192,10.358304812383567,42,1
2,10.898467948271085,8.931916855950242,42,2
3,11.689474819867003,10.582762162834763,42,3
4,11.99214504270041,11.011875755482459,42,4
5,12.136605864254815,10.640012661209534,42,5
6,11.836019084036312,9.268722824020822,42,6
7,11.236045515144108,9.162246980405207,42,7
8,12.612167900949409,11.070621111553944,42,8
9,11.246593849574452,10.802821575527636,42,9
0,14.115875538672123,11.134517879771886,43,0
1,11.850044163860996,10.330870798986401,43,1
2,10.914705645262282,8.932628187653354,43,2
3,11.687586514256662,10.61688977961062,43,3
4,11.992043205590237,11.105648660565146,43,4
5,12.171831025464883,10.9300855330425,43,5
6,11.822819480326427,9.341890987735864,43,6
7,11.215797671972393,9.254213826009526,43,7
8,12.512960339329956,10.896996174505095,43,8
9,11.264316992928135,10.635481172670785,43,9
0,14.10756539482374,11.066087343342275,44,0
1,11.809256310856233,10.510155184496796,44,1
2,10.99002857258003,8.951158685384392,44,2
3,11.405963612624356,10.714542397087005,44,3
4,11.959167667385236,11.239765597289846,44,4
5,12.16113862541494,11.143066068178436,44,5
6,11.877987031083574,9.441499132050122,44,6
7,11.288087833922747,9.379517050475984,44,7
8,12.544756531423912,10.958913450595363,44,8
9,11.439604649025018,10.8015250912609,44,9
0,14.07341902410351,11.06691812865592,45,0
1,11.847745700885989,10.683886543533793,45,1
2,10.920188058118192,8.878068485468226,45,2
3,11.383725703884977,10.800291444986241,45,3
4,12.010772585175324,11.420093163728966,45,4
5,12.253248627048816,11.13186854503448,45,5
6,11.935900741584469,9.545513105405451,45,6
7,11.257599274785873,9.470046095963404,45,7
8,12.626630962439192,11.125066424048839,45,8
9,11.381838935977463,10.754780427801345,45,9
0,14.06273309707522,11.107453890784491,46,0
1,11.737651894783161,10.705868562514087,46,1
2,10.990728020798402,8.891636630144335,46,2
3,11.574072986141687,10.837514341805235,46,3
4,11.996675813352986,11.393264015433974,46,4
5,12.256120359688566,11.085732003933591,46,5
6,11.96355673083125,9.497573052893788,46,6
7,11.265863729060708,9.47668281173225,46,7
8,12.63998786759552,11.257671988270745,46,8
9,11.35577355675921,10.896162503846602,46,9
0,14.08907525480604,11.003710795336037,47,0
1,11.717434327013596,10.787422544560851,47,1
2,11.158475442409527,8.891263053141037,47,2
3,11.618317872956219,10.895451037124888,47,3
4,11.992271878009278,11.449740168133594,47,4
5,12.236812528250946,11.215383141058094,47,5
6,12.018677764837387,9.454239117818702,47,6
7,11.292408734279897,9.429991641996894,47,7
8,12.774863400285737,11.228985591272112,47,8
9,11.44704764265934,11.00960082244543,47,9
0,14.073330250812715,11.035082525596348,48,0
1,11.78716362657941,10.749757730221914,48,1
2,11.146580320905612,8.944698548768828,48,2
3,11.677500787035457,10.9186434369193,48,3
4,11.99841270469647,11.575186667683559,48,4
5,12.323809170294743,11.141209292503687,48,5
6,12.005294800389464,9.550860690586285,48,6
7,11.288096706178997,9.362565778323335,48,7
8,12.766396089472602,11.314835288617713,48,8
9,11.427098725379057,11.093848121105218,48,9
0,14.150982800692555,11.05006280170451,49,0
1,11.684093551900363,10.921875815471958,49,1
2,11.199703896581443,9.126851981483956,49,2
3,11.827612448199243,10.85091010488335,49,3
4,11.993539821782731,11.66136396389285,49,4
5,12.333727338886657,11.136277022489605,49,5
6,12.007613022540843,9.617610747219878,49,6
7,11.150215202998139,9.19786179574769,49,7
8,12.800097022085662,11.330409397024535,49,8
9,11.470272061218898,11.042131672356467,49,9
0,14.175407255046286,11.145321980282302,50,0
1,11.632224163070374,10.721104880238743,50,1
2,11.107421649681458,9.196575457993134,50,2
3,11.85369232332518,10.773330623227713,50,3
4,11.926852634370592,11.559100306664758,50,4
5,12.227311570080657,11.178517217658516,50,5
6,11.943098020734425,9.733992550441297,50,6
7,11.220796185773057,9.31676061054063,50,7
8,12.813682796939876,11.508977897971862,50,8
9,11.470105596208473,10.998957988211775,50,9
0,14.176380959318157,11.282067129764057,51,0
1,11.61897025209653,10.688435500071622,51,1
2,11.154491373117644,9.260301461955331,51,2
3,11.940302740970758,10.780714046205237,51,3
4,11.716270033448376,11.547896798850898,51,4
5,12.241853321420495,11.090109929416302,51,5
6,12.066097347012256,9.745657717999146,51,6
7,11.18195958339956,9.16711458230169,51,7
8,12.793426346331964,11.492820988046592,51,8
9,11.577399870553515,11.155910102136527,51,9
0,14.197761302659377,11.295236620242516,52,0
1,11.654934770069394,10.833725835532265,52,1
2,11.095650758781737,9.454916110646048,52,2
3,11.993171664649465,10.968927235541662,52,3
4,11.712029787511165,11.55166487497514,52,4
5,12.283158174174314,11.215987052036997,52,5
6,12.094066839701604,9.855849359571996,52,6
7,11.270613717511006,9.125969218809102,52,7
8,12.7899712704269,11.527981433613471,52,8
9,11.730894623117111,11.106577164413018,52,9
0,14.154798502189502,11.449226967333392,53,0
1,11.706515559579834,10.77694784251142,53,1
2,10.934986868606538,9.46861067043088,53,2
3,11.968120362101,11.0083793683497,53,3
4,11.68081690233909,11.501035860802842,53,4
5,12.460034567339497,11.210499013844593,53,5
6,12.094179686951305,9.971630070808212,53,6
7,11.257796976130344,9.112166920779709,53,7
8,12.865168632093765,11.66270227178449,53,8
9,11.768890195946732,11.112414582921994,53,9
0,14.232884251306428,11.425061564040835,54,0
1,11.713467650402638,10.805847550843094,54,1
2,10.905960697120696,9.477772625379638,54,2
3,12.005483429780355,10.890128850459428,54,3
4,11.612437672411188,11.597871799151928,54,4
5,12.398423943623746,11.16773865766626,54,5
6,12.032647604069327,10.03958628612449,54,6
7,11.29772434568692,9.2826041883328,54,7
8,12.894424952758031,11.822201638218559,54,8
9,11.764893691103712,11.073601055588648,54,9
0,14.247875029591894,11.33592416407228,55,0
1,11.648423429681815,10.845175099844063,55,1
2,10.744245747085385,9.554852516761505,55,2
3,11.92539994944819,11.000928254013834,55,3
4,11.679739634575235,11.629351420302195,55,4
5,12.367235145594131,11.231212123403195,55,5
6,12.141727173479069,10.012497402262628,55,6
7,11.278409727570004,9.202621613007373,55,7
8,12.944736796033835,11.759936640034729,55,8
9,11.853438030962463,11.049811292901275,55,9
0,14.267560060810657,11.389791029381703,56,0
1,11.653076414353295,10.75546520603832,56,1
2,10.717534636130322,9.59773666295376,56,2
3,11.899808645535717,11.05528127825861,56,3
4,11.749617622403996,11.688945306025895,56,4
5,12.389847289503216,11.159619877531034,56,5
6,12.118344630527094,10.028269768441756,56,6
7,11.213009059734071,9.1334189940504,56,7
8,12.884635836638761,11.762871815424592,56,8
9,11.832382326992047,11.063418096123012,56,9
0,14.372036258954394,11.339571864564224,57,0
1,11.732142148667672,10.709346573656827,57,1
2,10.801904139581952,9.674031956981663,57,2
3,11.880435485977829,11.007756270163478,57,3
4,11.784087729704497,11.7141243164362,57,4
5,12.31409646039078,11.053629736736694,57,5
6,12.166986242001984,10.098270227453229,57,6
7,11.26148230947561,9.173930057471008,57,7
8,12.860326464254918,11.66260155093536,57,8
9,11.88517901503661,11.185715730326613,57,9
0,14.342414782362226,11.428169751565816,58,0
1,11.663745420643915,10.684694329512649,58,1
2,10.857030046710856,9.676271820081066,58,2
3,11.900160996360471,11.027578354667801,58,3
4,11.757711988185491,11.752149897839626,58,4
5,12.322889915131462,11.022498504972113,58,5
6,12.124368666545239,10.085079022494194,58,6
7,11.244541567593862,9.126252099836611,58,7
8,12.856123429760242,11.72929893037742,58,8
9,11.693489612978592,11.234454448807394,58,9
0,14.241366538297756,11.331730450457817,59,0
1,11.638495498791183,10.654293232554233,59,1
2,10.84775057120739,9.79365666029357,59,2
3,11.901978073380336,11.064566455297138,59,3
4,11.754338363595393,11.610449604890643,59,4
5,12.29846263804012,10.902871016229899,59,5
6,12.128229374351683,10.088576205336759,59,6
7,11.280425185876954,9.193907410199223,59,7
8,12.892454400311655,11.67422551166816,59,8
9,11.693587163949365,11.236389885194404,59,9
0,14.253072985744229,11.200213688111301,60,0
1,11.68520824382917,10.534192996013887,60,1
2,10.890801281057241,9.8421781197705,60,2
3,11.896240950952967,11.082881005392712,60,3
4,11.743495326046547,11.52977221105062,60,4
5,12.286780568332551,10.786473322905142,60,5
6,12.148939558052746,10.055023699771358,60,6
7,11.297415326401914,9.189938979255292,60,7
8,12.928739791279817,11.63758546068549,60,8
9,11.652222761436324,11.24665582058146,60,9
0,14.162057017279357,11.252555484768472,61,0
1,11.662596677694541,10.578097627537126,61,1
2,10.926059012779499,9.764761408911294,61,2
3,11.950278792582933,11.084745641360742,61,3
4,11.72312758228559,11.36513786539008,61,4
5,12.32654340488836,10.789378568776671,61,5
6,12.10212773116322,10.040451375574072,61,6
7,11.298852808253388,9.124858579866482,61,7
8,12.966908344995494,11.597275048502924,61,8
9,11.684344716577568,11.140019449939121,61,9
0,14.11751566476878,11.246334467136709,62,0
1,11.675554106176357,10.597796900405445,62,1
2,11.06038502426746,9.816146561927518,62,2
3,11.934713045491996,11.225163221062369,62,3
4,11.724836206332172,11.393980497428565,62,4
5,12.359376739396938,10.865365331948814,62,5
6,12.047716281403707,9.988541068720394,62,6
7,11.230498018605202,9.105614453638651,62,7
8,12.929501276459343,11.769926739942637,62,8
9,11.75587041391373,11.031808636850322,62,9
0,14.267002436858009,11.119355821075043,63,0
1,11.645988528495403,10.582918341814265,63,1
2,11.077049443240291,9.817702571269743,63,2
3,11.869713376394028,11.337423304872152,63,3
4,11.683491078952603,11.263381147651078,63,4
5,12.433965192135455,10.92829591068894,63,5
6,11.939186091442545,9.941063932674814,63,6
7,11.328349723865395,9.179321542630985,63,7
8,12.983371233110319,11.721288508301264,63,8
9,11.764500201197354,11.148942406943927,63,9
0,14.20817258426918,11.123773393211929,64,0
1,11.654881446611439,10.52230347407532,64,1
2,11.058737226442805,9.804393140427578,64,2
